,Price,Title,News,品牌,商品名称,商品编号,商品毛重,商品产地,NVMe协议,NVMe读速,容量,接口,包装清单,系列,型号,顺序写入,缓存,顺序读速,工作温度,TBW,产品尺寸,保存温度,好评度,评价特性,闪存类型,货号,店铺,特征特质,传输速度,外壳材质,颜色,连续写速,连续读速,指示灯,系统,优选服务,转速,硬盘尺寸,硬盘类型,特性,最大写入速度,钥匙孔,最大读取速度,产品净重（g）
38,329.90,英睿达（Crucial）美光 500GB SSD固态硬盘 M.2接口(NVMe协议) P3系列 美光原厂出品,【旗舰新品上市】限量抢购中，晒单再送20元E卡，限时到手仅！读速高达3500MB/s，美光176层颗粒，原厂出品——【新品专区, Crucial,CrucialCT500P3SSD8,100038325611,35.00g,中国大陆,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),固态硬盘*1,P3,CT500P3SSD8,1900MB/s,无缓存,3500MB/s,0 °C 至 70 °C,110TBW,长22mm；宽80mm；高2.4mm,0 °C – 70 °C,98%,此商品暂时还没有买家印象哦~,,,,,,,,,,,,,,,,,,,,
39,249.00,金百达（KINGBANK） 512GB SSD固态硬盘 M.2接口(NVMe协议) KP230 Pro系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金百达（KINGBANK）,金百达 512GB M.2 NVMe,100027776953,25.00g,中国大陆,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),KP230 Pro 512GB SSD×1,KP230 Pro,KP230 Pro 512GB,2700MB/s,无缓存,3400MB/s,0~85℃,250TBW,长80mm；宽22mm；高2.25mm,-40~85℃,98%,稳定性佳 做工一流 精致美观 运行超快 美观大方 传输稳定 安装便利,其他,,,,,,,,,,,,,,,,,,,
40,599.00,三星（SAMSUNG）1TB SSD固态硬盘 SATA3.0接口 870 QVO（MZ-77Q1T0B ）,【0元抽京东plus会员，部分型号白条三期免息】更大容量，更多可能！性能稳定、智能兼容！点击查看>, 三星（SAMSUNG）,三星870 QVO 1TB MZ-77Q1T0B,100007847303,85.00g,中国大陆/韩国/泰国,,,960GB-1TB,SATA接口,硬盘 × 1 说明书 × 1，彩色包装盒*1,870 QVO,MZ-77Q1T0B,530MB/s,1GB,560MB/s,0°C to 70°C,360TBW,长100mm；宽69.85mm；高6.8mm,-45°C to 85°C,98%,读取快捷 质量上乘 简单方便 运行速快 运行超快 反应灵敏 方便快捷 小巧玲珑 做工一流 尺寸合适 效果显著,QLC,MZ-77Q1T0B,,,,,,,,,,,,,,,,,,
41,119.00,金百达（KINGBANK） 240GB SSD固态硬盘 SATA3.0接口 KP330系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金百达（KINGBANK）,金百达KP330 240G,3105614,70.00g,中国大陆,,,240-256GB,SATA接口,产品×1,KP330,KP330 240G,460MB/s,无缓存,500MB/s,0~70 °C,150TBW,长100mm；宽70mm；高7mm,-40~85°C,99%,运行稳定 反应灵敏 读取快捷 运行超快 质量上乘 简单方便 做工一流 复制很快 方便快捷 精致美观 高端大气,其他,,,,,,,,,,,,,,,,,,,
42,269.00,铠侠（Kioxia）480GB SSD固态硬盘 SATA接口 EXCERIA SATA TC10系列,"【评论赢百元E卡】日本原厂颗粒，颗粒品牌,高速读写,稳定兼容，低功耗,娱乐办公升级优选。更多惊喜请戳》》》查看>", 铠侠（Kioxia）,铠侠LTC10Z480GC8,100007080969,100.00g,中国大陆,,,480-512GB,SATA接口,"SSD固态硬盘x1,快速安装指南x1,保修单x1",,TC10-480G,540MB/s,无缓存,555MB/s,0 °C 至 65 °C,120TBW,长100.45mm；宽69.85mm；高7mm,-40 °C 至 85 °C,98%,运行速快 运行超快 读取快捷 质量上乘 简单方便 做工一流 反应灵敏 效果显著 十分大气 尺寸合适 方便快捷,TLC,,,,,,,,,,,,,,,,,,,
43,489.00,金士顿（Kingston） SSD固态硬盘PCle4.0×4 NVMe m.2固态硬盘台式机/笔记本 512G KC3000 旗舰款,"【金士顿旗舰店】金士顿KC3000固态硬盘,PCIe4.0高速性能,读速高达7000MB/S,出色响应速度！立即购买查看>", 金士顿（Kingston）,金士顿（Kingston）M.2固态,10048436336636,30.00g,,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),SSD*1,,,3900MB/s,无缓存,7000MB/s,0°C〜70°C,,长80mm；宽22mm；高2.21mm,-40°C〜85°C,99%,小巧轻便 兼容性佳 小巧易携 运行超快 简单方便 连接快速,,,,,,,,,,,,,,,,,,,,
44,379.00,西部数据（Western Digital）500GB SSD固态硬盘 M.2接口（NVMe协议） WD Blue SN570 四通道PCIe 高速,【电竞级新品】【SN850X，读速高达7300MB/s，容量1T】【BICS5技术】【下单送WD限定礼包+礼盒】等你来抢！查看>, 西部数据（WD）,西部数据WDS500G3B0C,100015242151,50.00g,中国大陆/马来西亚/泰国,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),固态硬盘x1,Blue SSD固态硬盘,WDS500G3B0C,2300MB/s,无缓存,3500MB/s,0ºC to 70ºC,300TBW,长80mm；宽22mm；高2.38mm,-40ºC to 85ºC,98%,读取快捷 运行稳定 简单方便 质量上乘 运行超快 小巧可爱 反应灵敏 做工一流 十分大气 方便快捷 运行安静,TLC,,,,,,,,,,,,,,,,,,,
45,319.00,金士顿(Kingston) 500GB SSD固态硬盘 M.2接口(NVMe协议 PCIe 4.0×4)兼容PCIe3.0 NV2系列,"【晒单赢50元E卡，白条6期免息】读速高达3500MB/S,PCIe4.0兼容PCIe3.0,全系单面设计,高端存储的荣耀之选！详情查看>", 金士顿（Kingston）,金士顿SNV2S/500G,100036659927,30.00g,中国（含香港特别行政区、澳门特别行政区、台湾地区）；其它,PCIe 4.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),SSD*1,NV2系列,SNV2S/500G,2100MB/s,无缓存,3500MB/s,0°C〜70°C,160TBW,长80mm；宽22mm；高2.2mm,-40°C〜85°C,99%,读取快捷 做工一流 效果显著 质量上乘 稳定可靠 传输稳定 十分流畅 简单方便 运行超快,其他,,,,,,,,,,,,,,,,,,,
46,155.00,威刚（ADATA） 240GB SSD固态硬盘  SATA3.0接口 SP580,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 威刚（ADATA）,威刚SP580 240GB,4222600,70.00g,中国大陆/中国台湾,,,240-256GB,SATA接口,SP580 240GB SSD × 1,SP580,SP580 240GB,440MB/s,无缓存,520MB/s,0°C~70°C,50TBW,长100.45mm；宽69.45mm；高7mm,- 40°C ~ 85°C,98%,运行速快 运行超快 读取快捷 质量上乘 反应灵敏 做工一流 简单方便 方便快捷 小巧玲珑 尺寸合适 效果显著,其他,,,,,,,,,,,,,,,,,,,
47,449.00,海康威视（HIKVISION） SSD固态硬盘 M.2接口 NVMe协议 CC300 1TB PCIe3.0 高性价比固态,【新品上市】读速高达2500MB/s，双重散热低功耗，三年质保！, 海康威视（HIKVISION）,海康威视（HIKVISION）HS-SSD-CC300,10057616713279,60.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),SSD固态硬盘*1；安装螺丝*1,CC300,,1000MB/s,无缓存,2500MB/s,0 °C ~ 70 °C,240TBW,长80.15mm；宽22.15mm；高2.38mm,-40 °C ~ 85 °C,98%,读写迅速,,,,,,,,,,,,,,,,,,,,
48,199.00,梅捷（SOYO） 480GB 512GB SSD固态硬盘 sata3接口 2.5英寸笔记本台式机硬盘 512G,NVME协议，M.2固态硬盘512G，2800MB/s，疾速体验，电脑加速升级优选，到手仅需219元！立即抢购查看>, 梅捷（SOYO）,梅捷（SOYO） 480GB 512GB SSD固态硬盘 sata3接口 2.5英寸笔记本台式机硬盘 512G,10028308422926,50.00g,,,,480-512GB,SATA接口,SSD*1 保修卡*1,W,512G SSD,,无缓存,,-5~70 °C,240TBW,长100mm；宽70mm；高7mm,-40~85°C,98%,读取快捷 运行稳定 质量上乘 运行速快 运行超快 做工一流 十分大气 结实耐用 简单方便 反应灵敏 尺寸合适,其他,, 梅捷电脑配件旗舰店,,,,,,,,,,,,,,,,,
49,759.00,金士顿(Kingston) 1TB SSD固态硬盘 M.2接口(NVMe协议 PCIe 4.0×4) KC3000系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金士顿（Kingston）,金士顿金士顿SKC3000S/1024GBKCN,100015879489,20.00g,中国大陆，中国台湾,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),SSD*1,KC3000系列,SKC3000S/1024G或SKC3000S/1024GBKCN-L或SKC3000S/1024GBKCN,6000MB/s,无缓存,7000MB/s,0°C~70°C,800TBW,长80mm；宽22mm；高2.21mm,-40°C~85°C,98%,读取快捷 稳定性佳 简单方便 质量上乘 启动快速 方便快捷 做工一流 尺寸合适 功能强大 精致美观 毫无异味,TLC,,,,,,,,,,,,,,,,,,,
50,1599.00,西部数据（Western Digital）2TB SSD固态硬盘 M.2接口（NVMe协议） WD_BLACK SN770 游戏高性能版,【电竞级新品】【SN850X，读速高达7300MB/s，容量1T】【BICS5技术】【下单送WD限定礼包+礼盒】等你来抢！查看>, 西部数据（WD）,西部数据WDS200T3X0E,100034408920,41.00g,中国大陆/马来西亚/泰国,PCIe 4.0,4500MB/s及以上,2TB及以上,M.2接口(NVMe协议),WD_BLACK SN770 NVMe SSD*1片,WD_BLACK系列,WDS200T3X0E,4850MB/s,无缓存,5150MB/s,0ºC to 85ºC,1200TBW,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,98%,读取快捷 简单方便 运行稳定 十分大气 兼容性佳 反应灵敏 做工一流 质量上乘 设计超赞 运行安静 柔软顺滑,TLC,,,,,,,,,,,,,,,,,,,
51,699.90,西部数据（WD） WD_BLACK SN770 NVMe SSD固态硬盘 M.2接口PCIe 4.0 SSD固态硬盘（+螺丝钉 套装版） 1TB,性能惊艳，快入闪电，高效节能，随心存储【256位AES硬件加密，办公必备】查看>, 西部数据（WD）,西部数据（WD）WD_BLACK SN770 NVMe SSD游戏高性能版,10048996881937,50.00g,,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),WD_BLACK SN770 NVMe SSD*1片,WD_BLACK系列,WDS100T3X0E,4900MB/s,无缓存,5150MB/s,0ºC to 85ºC,600TBW,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,99%,读取快捷 启动快速 运行快速 做工一流 洁净力强 功能强大 尺寸合适 简单方便,TLC,,,,,,,,,,,,,,,,,,,
52,899.00,七彩虹(Colorful) 2TB SSD固态硬盘 SATA3.0接口 SL500系列,【大容量，高性价比，静音运行】轻便小巧，三年质保，只换不修。更多系列请点击查看>, 七彩虹（Colorful）,七彩虹SL500 2TB,100005493141,80.00g,中国大陆,,,2TB及以上,SATA接口,硬盘*1pcs，图文说明书*1pcs,SATA,SL500 2TB,500MB/s,无缓存,520MB/s,0~70°C,640TBW,长100mm；宽70mm；高7mm,-10~70°C,98%,读取快捷 运行稳定 简单方便 方便快捷 做工一流 质量上乘 简约时尚 功能强大 加载很快 小巧玲珑 流畅度佳,其他,,,,,,,,,,,,,,,,,,,
53,259.00,海康威视（HIKVISION） SSD固态硬盘 M.2接口 NVMe协议 CC300 512GB PCIe3.0 高性价比固态,【新品上市】读速高达2500MB/s，双重散热低功耗，三年质保！, 海康威视（HIKVISION）,海康威视（HIKVISION）HS-SSD-CC300,10054174067086,60.00g,中国大陆,PCIe 3.0,2000-3000MB/s,480-512GB,M.2接口(NVMe协议),SSD固态硬盘*1；安装螺丝*1,CC300,,1000MB/s,无缓存,2500MB/s,0 °C ~ 70 °C,120TBW,长80.15mm；宽22.15mm；高2.38mm,-40 °C ~ 85 °C,98%,办公足够 运行稳定 传输快捷,,,,,,,,,,,,,,,,,,,,
54,478.90,金泰克（kimTigo）1TB SSD固态硬盘 M.2接口(NVMe协议) DP3000 读速高达3600MB/s,【爆款热卖】【秒速开机】【读速3600MB/S】【5年质保，以换代修】, 金泰克（Tigo）,金泰克DP3000,100022908251,70.00g,中国大陆,PCIe 3.0,3000-4500MB/s,960GB-1TB,M.2接口(NVMe协议),1TB固态硬盘*1，螺丝刀*1，螺丝*1,DP,DP3000,3200MB/s,无缓存,3600MB/s,0-70℃,600TBW,长80mm；宽22mm；高3.5mm,-40-85℃,98%,传输快捷 做工一流 简单方便 运行稳定 质量上乘 兼容性佳 尺寸合适 高端大气 结实耐用 柔软顺滑 散热超快,TLC,,,,,,,,,,,,,,,,,,,
55,999.00,致态（ZhiTai）长江存储 1TB SSD固态硬盘 NVMe M.2接口 TiPro7000系列 三体联名版,【评论赢百元E卡】长江存储PCIe4.0产品，第三代三维闪存芯片，三体联名版定制散热器，读速7400MB/S！更多惊喜请点》, 致态（ZhiTai）,致态TiPro7000 三体版 -1TB,100032058937,90.00g,中国大陆,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),SSD盘*1 散热器*1 M.2螺丝*3 说明书 *1 散热器安装说明*1 散热器螺丝*4 联名身份卡*1,TiPro7000 三体版,TiPro7000 三体版-1TB,5400MB/s,1GB,7400MB/s,0°C 至 70°C,600TBW,长80mm；宽22mm；高3.2mm,-40°C-85°C,98%,质量上乘 运行稳定 传输快捷,TLC,6972894240296,,,,,,,,,,,,,,,,,,
56,119.00,朗科（Netac）240GB SSD固态硬盘 SATA3.0接口 N530S超光系列 电脑升级核心组件 三年质保,电脑升级优选丨稳固耐用丨性能卓越！, 朗科（Netac）,朗科N530S,5951268,60.00g,中国大陆,,,240-256GB,SATA接口,1SSD× 1说明书 × 1保修卡,超光,N530S,450MB/s,无缓存,520MB/s,0-70 ℃,120TBW,长100mm；宽70mm；高7mm,-40~85℃,98%,质量上乘 运行稳定 读取快捷 运行超快 做工一流 反应灵敏 简单方便 十分大气 效果惊艳 小巧玲珑 操作方便,TLC,,,,,,,,,,,,,,,,,,,
57,499.00,梵想（FANXIANG）1TB SSD固态硬盘 M.2接口(NVMe协议) TLC颗粒 国产长江存储颗粒 S500PRO国潮系列,【新升级1024G】S500国潮系列，TLC颗粒，疾速性能，势不可挡！M.2接口(NVMe协议)查看>, 梵想（FANXIANG）,梵想S500PRO,100037315682,50.00g,中国大陆,,3000-4500MB/s,960GB-1TB,M.2接口(NVMe协议),SSD固态硬盘*1,S500,S500PRO,3150MB/s,无缓存,3500MB/s,0° to 70°C,640TBW,长80mm；宽22mm；高2.4mm,-40° to 85°C,98%,简单方便 运行快速 读写迅速,,,,,,,,,,,,,,,,,,,,
58,399.00,梅捷（SOYO） 1TB SSD固态硬盘 SATA3.0接口 高速 低耗能 1TB,梅捷1TB大容量，畅存文件，质保三年！到手低至359元！2TB超大容量到手仅需649元！查看查看>, 梅捷（SOYO）,梅捷（SOYO） 1TB SSD固态硬盘 SATA3.0接口 高速 低耗能 1TB,10035936626484,210.00g,,,,960GB-1TB,SATA接口,暂无,W,1TB,,无缓存,,-5~70 °C,480TBW,长100mm；宽70mm；高7mm,-40~85°C,99%,质量上乘 读取快捷 兼容性佳 系统良好 简单方便 做工一流 方便快捷 倍感舒适 放心使用 外观简洁 时尚大气,其他,, 梅捷电脑配件旗舰店,,,,,,,,,,,,,,,,,
59,429.00,梅捷（SOYO） 512GB SSD固态硬盘 M.2接口 NVMe协议 1TB M.2 (NVME协议),【电脑升级核心配件】标准SATA3.0接口，解决卡顿，高速读写，居家办公/游戏储存升级优选！到手低至69元！, 梅捷（SOYO）,梅捷（SOYO）512G,10057609149954,50.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),暂无,W,1TB,1700MB/s,无缓存,2000MB/s,-5℃~70℃,480TBW,长80mm；宽22mm；高7mm,-5℃~70℃,99%,质量上乘 运行超快 运行稳定,其他,512G NVME, 梅捷电脑配件旗舰店,,,,,,,,,,,,,,,,,
60,749.00,西部数据（Western Digital）1TB SSD固态硬盘 M.2接口(PCIe 4.0 x4)WD_BLACK SN770 NVMe SSD游戏高性能版,【电竞级新品】【SN850X，读速高达7300MB/s，容量1T】【BICS5技术】【下单送WD限定礼包+礼盒】等你来抢！查看>, 西部数据（WD）,西部数据WDS100T3X0E,100019517363,40.00g,中国大陆/马来西亚/泰国,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),WD_BLACK SN770 NVMe SSD*1片,WD_BLACK系列,WDS100T3X0E,4900MB/s,无缓存,5150MB/s,0ºC to 85ºC,600TBW,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,98%,读取快捷 质量上乘 简单方便 运行稳定 运行速快 做工一流 反应灵敏 小巧玲珑 方便快捷 精致细腻 倍感舒适,TLC,,,,,,,,,,,,,,,,,,,
61,899.00,七彩虹(Colorful) 2TB SSD固态硬盘 SATA3.0接口 SL500系列,【大容量，高性价比，静音运行】轻便小巧，三年质保，只换不修。更多系列请点击查看>, 七彩虹（Colorful）,七彩虹SL500 2TB,100005493141,80.00g,中国大陆,,,2TB及以上,SATA接口,硬盘*1pcs，图文说明书*1pcs,SATA,SL500 2TB,500MB/s,无缓存,520MB/s,0~70°C,640TBW,长100mm；宽70mm；高7mm,-10~70°C,98%,读取快捷 运行稳定 简单方便 方便快捷 做工一流 质量上乘 简约时尚 功能强大 加载很快 小巧玲珑 流畅度佳,其他,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,749.00,宏碁掠夺者（PREDATOR）1TB SSD固态硬盘 M.2接口(NVMe协议) GM7000系列｜NVMe PCIe 4.0,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 宏碁掠夺者（PREDATOR）,宏碁掠夺者BL.9BWWR.105,100027922632,50.00g,中国大陆,,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1 说明书*1 螺丝*1,GM7000,BL.9BWWR.105,6400MB/s,1GB,7400MB/s,0-70℃,600TBW,长80mm；宽22mm；高5.9mm,-45-85℃,96%,读写迅速 做工一流 运行稳定 简单方便 运行超快 系统良好 质量上乘 尺寸合适 效果惊艳 霸气侧漏 读取快捷,TLC,6955914613928,,,,,,,,,,,,,,,,,,
64,789.00,致态（ZhiTai）长江存储 1TB SSD固态硬盘 NVMe M.2接口 PC005 Active系列,【评论赢百元E卡】Xtacking架构释放闪存潜能，足容耐用，读速可达3500M/s，写速可达2900M/S。更多惊喜请点》查看>, 致态（ZhiTai）,致态PC005 Active-1T,100008608665,40.00g,中国大陆,PCIe 3.0,3000-4500MB/s,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1,PC005 Active,ZTSS1CB08B11MC,2900MB/s,1GB,3500MB/s,0°C 至 70°C,640TBW,长80mm；宽22mm；高2.23mm,-40°C-85°C,98%,读写迅速 兼容性佳 质量上乘 运行稳定 做工一流 方便快捷 传输稳定 简单方便 简单大方 精致美观 网速极佳,TLC,6972894240272,,,,,,,,,,,,,,,,,,
65,1069.00,铠侠（Kioxia）2000GB SSD固态硬盘 NVMe M.2接口 EXCERIA G2 RC20系列,"【评论赢百元E卡】日本原厂颗粒，1G独立物理缓存,NVME新品，五年质保,读速2100MB/S。更多惊喜请戳》》》查看>", 铠侠（Kioxia）,铠侠LRC20Z002TG8,100015242139,50.00g,中国大陆,PCIe 3.0,2000-3000MB/s,2TB及以上,M.2接口(NVMe协议),固态硬盘*1,RC20系列,LRC20Z002TC8,1700MB/s,1GB,2100MB/s,0 °C (Ta) to 85 °C (Tc),800TBW,长80.15mm；宽22.15mm；高2.23mm,-40 °C to 85 °C,98%,读取快捷 运行稳定 简单方便 运行超快 兼容性佳 做工一流 方便快捷 简洁大方 结实耐用 散热超快 尺寸合适,TLC,,,,,,,,,,,,,,,,,,,
66,79.00,朗科（Netac）120GB SSD固态硬盘 SATA3.0接口 N530S超光系列 电脑升级核心组件 三年质保,电脑升级优选丨稳固耐用丨性能卓越！, 朗科（Netac）,朗科N530S,3500974,60.00g,中国大陆,,,120-128GB,SATA接口,1SSD× 1说明书 × 1保修卡,超光,N530S,450MB/s,无缓存,520MB/s,0-70 ℃,60TBW,长100mm；宽70mm；高7mm,-40~85℃,98%,质量上乘 读取快捷 运行稳定 稳定性佳 做工一流 反应灵敏 十分大气 简单方便 方便快捷 小巧玲珑 传输稳定,TLC,,,,,,,,,,,,,,,,,,,
67,259.00,海康威视（HIKVISION） SSD固态硬盘 M.2接口 NVMe协议 CC300 512GB PCIe3.0 高性价比固态,【新品上市】读速高达2500MB/s，双重散热低功耗，三年质保！, 海康威视（HIKVISION）,海康威视（HIKVISION）HS-SSD-CC300,10054174067086,60.00g,中国大陆,PCIe 3.0,2000-3000MB/s,480-512GB,M.2接口(NVMe协议),SSD固态硬盘*1；安装螺丝*1,CC300,,1000MB/s,无缓存,2500MB/s,0 °C ~ 70 °C,120TBW,长80.15mm；宽22.15mm；高2.38mm,-40 °C ~ 85 °C,98%,办公足够 运行稳定 传输快捷,,,,,,,,,,,,,,,,,,,,
68,429.00,梅捷（SOYO） 512GB SSD固态硬盘 M.2接口 NVMe协议 1TB M.2 (NVME协议),【电脑升级核心配件】标准SATA3.0接口，解决卡顿，高速读写，居家办公/游戏储存升级优选！到手低至69元！, 梅捷（SOYO）,梅捷（SOYO）512G,10057609149954,50.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),暂无,W,1TB,1700MB/s,无缓存,2000MB/s,-5℃~70℃,480TBW,长80mm；宽22mm；高7mm,-5℃~70℃,99%,质量上乘 运行超快 运行稳定,其他,512G NVME, 梅捷电脑配件旗舰店,,,,,,,,,,,,,,,,,
69,549.00,闪迪（SanDisk）1TB SSD固态硬盘 M.2接口(NVMe协议) 至尊高速系列-游戏高速版｜西部数据公司荣誉出品,"【闪迪存储！爆品直降,晒单赢5元E卡】游戏高速版1TB高速性能，NVMe协议，5年质保，读速2400MB/s！【精选NVMe】快速猛戳", 闪迪（SanDisk）,闪迪SDSSDH3N-1T00-Z25,100011213836,40.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1,至尊高速系列,SDSSDH3N-1T00-Z25,1950MB/s,无缓存,2400MB/s,0℃ to 70℃,600TBW,长80.61mm；宽22.05mm；高2.10mm,-55℃ to 85℃,98%,读取快捷 运行稳定 兼容性佳 简单方便 质量上乘 做工一流 反应灵敏 十分大气 精致美观 方便快捷 功能强大,TLC,,,,,,,,,,,,,,,,,,,
70,549.90,英睿达（Crucial）美光 1TB SSD固态硬盘 M.2接口(NVMe协议) P3系列 美光原厂出品,【旗舰新品上市】限量抢购中，晒单再送50元E卡！读速高达3500MB/s，美光176层颗粒，原厂出品——【新品专区查看>, Crucial,CrucialCT1000P3SSD8,100038325615,35.00g,中国、美国、新加坡、墨西哥、泰国,PCIe 3.0,3000-4500MB/s,960GB-1TB,M.2接口(NVMe协议),SSD*1,P3,CT1000P3SSD8,3000MB/s,无缓存,3500MB/s,0 °C 至 70 °C,220TBW,长22mm；宽80mm；高2.4mm,0 °C 至 70 °C,98%,此商品暂时还没有买家印象哦~,,,,,,,,,,,,,,,,,,,,
71,189.00,酷兽（CUSO） SSD固态硬盘 SATA3.0接口 台式机笔记本通用 480GB 高速升级版,【高效性能，极致速度】游戏办公升级的优质之选！【超值性价比新品内存8GB.1600到手价仅149】戳我了解查看>, 酷兽（CUSO）,酷兽（CUSO）120GB,10030164858800,75.00g,,,,480-512GB,SATA接口,固态硬盘*1,,480G固态硬盘 SATA3.0,,,,0~70℃,,,-45~85℃,99%,运行稳定 质量上乘 读写迅速 高端大气 做工一流 启动快速 效果惊艳 精致美观 简单方便 传输稳定 效果显著,其他,,,,,,,,,,,,,,,,,,,
72,1099.00,三星（SAMSUNG）1TB SSD固态硬盘 M.2接口(NVMe协议PCIe 4.0 x4) 980 PRO （MZ-V8P1T0BW）,【0元抽京东plus会员，部分型号白条三期免息】1TB读速高达7000MB/s!铁杆玩家、技术发烧友的挚爱！点击查看>, 三星（SAMSUNG）,三星三星NVMV 980 pro SSD MZ-V8P500BW,100008757393,80.00g,中国/韩国/泰国,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),硬盘 × 1 ，说明书 × 1，包装彩盒×1,980 PRO,MZ-V8P1T0BW,5000MB/s,1GB,7000MB/s,0 - 70 ℃,600TBW,长80.15mm；宽22.15mm；高2.38mm,-40~85°C,98%,读取快捷 稳定性佳 质量上乘 运行速快 简单方便 做工一流 反应灵敏 方便快捷 小巧玲珑 十分大气 效果惊艳,TLC,MZ-V8P1T0BW,,,,,,,,,,,,,,,,,,
